id,sd,note,group_name,year,trait,subcategory,mr,author,build,category,consortium,pmid,nsnp,population,sex,ontology,unit,priority,sample_size,ncase,ncontrol
met-a-715,0.2013084113,,public,2014.0,X-14056,Unknown metabolite,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545667,European,Males and Females,,log10 units,1,7259.0,,
ukb-d-22617_8139,,,public,2018.0,Job SOC coding: Assemblers and routine operatives n.e.c.,,1,Neale lab,HG19/GRCh37,Binary,,,9637882,European,Males and Females,,,0,91149.0,1230.0,89919.0
prot-a-3016,,,public,2018.0,Transmembrane protein 87B,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-1966,,,public,2018.0,Mucin-1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-4233,,41230#5EG: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,PCT where patients GP was registered: NORTH EASTERN DERBYSHIRE PCT,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1290.0,461720.0
prot-a-796,,,public,2018.0,Beta-defensin 119,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-2507,,,public,2018.0,Retinol-binding protein 4,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-265,,,public,2018.0,Bisphosphoglycerate mutase,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-407,,,public,2018.0,C-C motif chemokine 3,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-b-261,15.99801905,Female twins,public,2015.0,IgG+B:%27+,Immune cell subset frequency,1,Roederer,HG19/GRCh37,Immune system,,25772697.0,1624000,European,Females,,%,1,497.0,,
met-a-550,0.368188544,,public,2014.0,X-11845,Unknown metabolite,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545107,European,Males and Females,,log10 units,1,2741.0,,
ukb-b-8266,,102980: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Other egg intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64942.0,,
ukb-d-20553_4,,,public,2018.0,Methods of self-harm used: Ingesting a medication in excess of the normal dose,,1,Neale lab,HG19/GRCh37,Binary,,,11113005,European,Males and Females,,,0,117733.0,2937.0,114796.0
met-a-488,0.2733902078,,public,2014.0,X-07765,Unknown metabolite,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2544155,European,Males and Females,,log10 units,1,2170.0,,
ubm-a-2216,,,public,2018.0,NET100 1060,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-d-5610_2,,,public,2018.0,Which eye(s) affected by presbyopia: Left eye,,1,Neale lab,HG19/GRCh37,Binary,,,10226767,European,Males and Females,,,0,31494.0,1750.0,29744.0
ukb-b-13231,,130: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Place of birth in UK - east co-ordinate,,1,Ben Elsworth,HG19/GRCh37,Continuous,MRC-IEU,,9851867,European,Males and Females,,SD,1,434576.0,,
ukb-d-30610_raw,,,public,2018.0,Alkaline phosphatase,,1,Neale lab,HG19/GRCh37,Metabolites,,,13586006,European,Males and Females,,,0,,,
prot-a-2091,,,public,2018.0,Nuclear receptor subfamily 5 group A member 2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1408,,,public,2018.0,NET100 0252,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-d-22601_11353225,,,public,2018.0,"Job coding: personnel, human resources, training or industrial relations manager/director, recruitment manager/director",,1,Neale lab,HG19/GRCh37,Binary,,,9528837,European,Males and Females,,,0,89866.0,1152.0,88714.0
ieu-a-63,12.52,,public,2015.0,Waist circumference,Anthropometric,1,Shungin D,HG19/GRCh37,Risk factor,GIANT,25673412.0,2444355,European,Females,,SD (cm),4,127997.0,,
ukb-b-4465,,20095#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Size of white wine glass drunk: small (125ml),,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,3196.0,61753.0
ukb-b-2832,,100170: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Fizzy drink intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,,
ubm-a-3032,,,public,2018.0,a2009s lh S temporal transverse thickness,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
prot-a-2960,,,public,2018.0,Thyroglobulin,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-4373,,41210#T852: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operative procedures - secondary OPCS: T85.2 Block dissection of axillary lymph nodes,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,3234.0,459776.0
ubm-a-487,,,public,2018.0,IDP dMRI TBSS ICVF Body of corpus callosum,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-d-22650_9,,,public,2018.0,Night shifts worked: This type of shift pattern was not worked during job,,1,Neale lab,HG19/GRCh37,Binary,,,13531003,European,Males and Females,,,0,25697.0,24780.0,917.0
prot-a-2648,,,public,2018.0,Mammaglobin-B,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-a-359,,,public,2017.0,Diastolic blood pressure  automated reading,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,317756.0,,
met-b-266,33.58928882,Female twins,public,2015.0,MDC:%32+,Immune cell subset frequency,1,Roederer,HG19/GRCh37,Immune system,,25772697.0,1623131,European,Females,,%,1,497.0,,
ubm-a-1615,,,public,2018.0,NET100 0459,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-2053,,4548: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Health satisfaction,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,152420.0,,
prot-a-2998,,,public,2018.0,Transmembrane protein 132B,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-13348,,20001#1044: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Cancer code, self-reported: prostate cancer",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,3269.0,459664.0
ukb-b-15555,,102420: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Unsalted peanuts intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,,
ukb-b-7503,,20105#78: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Liquid used to make porridge: Porridge with water,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,3730.0,61219.0
ubm-a-2737,,,public,2018.0,DKTatlas lh precuneus area,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
prot-a-632,,,public,2018.0,Procollagen galactosyltransferase 2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1245,,,public,2018.0,NET100 0089,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-7436,,41204#I251: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - secondary ICD10: I25.1 Atherosclerotic heart disease,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,5771.0,457239.0
ubm-a-477,,,public,2018.0,IDP dMRI TBSS L3 Superior longitudinal fasciculus L,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-b-14315,,20003#1140910766: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Treatment/medication code: nicorandil,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,1464.0,461469.0
ieu-a-70,12.52,Adjusted for BMI,public,2015.0,Waist circumference,Anthropometric,1,Shungin D,HG19/GRCh37,Risk factor,GIANT,25673412.0,2296775,Mixed,Males,,SD (cm),13,109678.0,,
met-a-677,0.2734644357,,public,2014.0,Phenylacetylglutamine,Amino acid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545653,European,Males and Females,,log10 units,1,7812.0,,
ukb-b-4554,,41204#R11: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - secondary ICD10: R11 Nausea and vomiting,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,6773.0,456237.0
ubm-a-3141,,,public,2018.0,netmat ICA 09Aug2017 001,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-3017,,,public,2018.0,Transmembrane protein 8B,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-2037,,,public,2018.0,E3 ubiquitin-protein ligase NEURL1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-117,,,public,2018.0,IDP T1 FAST ROIs R planum temporale,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8427.0,,
ukb-d-N84,,,public,2018.0,Diagnoses - main ICD10: N84 Polyp of female genital tract,,1,Neale lab,HG19/GRCh37,Binary,,,12641822,European,Males and Females,,,0,361194.0,6986.0,354208.0
ubm-a-1605,,,public,2018.0,NET100 0449,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-859,,,public,2018.0,Dipeptidyl peptidase 2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-d-G6_NERPLEX,,,public,2018.0,"Nerve, nerve root and plexus disorders",,1,Neale lab,HG19/GRCh37,Binary,,,13415942,European,Males and Females,,,0,361194.0,10898.0,350296.0
ukb-b-12014,,6177#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Medication for cholesterol, blood pressure or diabetes: None of the above",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,209638.0,139819.0,69819.0
prot-a-437,,,public,2018.0,CMRF35-like molecule 1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-16892,,20003#1140916682: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Treatment/medication code: evening primrose oil,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,7307.0,455626.0
prot-a-1964,,,public,2018.0,"Poly(A) RNA polymerase, mitochondrial",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1892,,,public,2018.0,NET100 0736,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-7596,,5237: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,3mm index of best keratometry results (right),,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,96007.0,,
prot-a-1034,,,public,2018.0,Membrane protein FAM174A,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-a-725,0.2575267984,,public,2014.0,X-14473,Unknown metabolite,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545673,European,Males and Females,,log10 units,1,6884.0,,
ubm-a-1578,,,public,2018.0,NET100 0422,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-b-31,,,public,2018.0,matrix metallopeptidase 1,Protein,1,Folkersen L,HG19/GRCh37,Immune system,,28369058.0,5270646,European,Males and Females,,,0,3394.0,,
prot-a-430,,,public,2018.0,T-cell surface antigen CD2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-73,,,public,2018.0,RAC-beta serine/threonine-protein kinase,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-461,,,public,2018.0,IDP dMRI TBSS L3 Superior corona radiata L,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ubm-a-1716,,,public,2018.0,NET100 0560,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-a-212,,,public,2017.0,Illnesses of mother: None of the above (group 2),,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,308780.0,241462.0,71488.0
ukb-b-12026,,2159: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Ever had same-sex intercourse,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,418120.0,14480.0,403640.0
ukb-b-17348,,20088#336: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Types of spreads/sauces consumed: Hummus,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,2621.0,62328.0
ukb-b-7463,,41202#Z466: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - main ICD10: Z46.6 Fitting and adjustment of urinary device,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,2729.0,460281.0
met-a-676,0.1626103698,,public,2014.0,7-methylguanine,Nucleotide,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545616,European,Males and Females,,log10 units,1,6091.0,,
prot-a-3071,,,public,2018.0,Tenascin-X,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-a-368,0.1463979192,,public,2014.0,Beta-hydroxyisovalerate,Amino acid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545179,European,Males and Females,,log10 units,1,7283.0,,
ubm-a-1136,,,public,2018.0,NET25 0190,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-110,,,public,2018.0,IDP T1 FAST ROIs L parietal operc cortex,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8427.0,,
ebi-a-GCST006308,,,public,2018.0,Triglycerides,,1,Andaleon A,HG19/GRCh37,,,29404214.0,4424003,Sub-Saharan African,,,,0,1017.0,,
prot-a-32,,,public,2018.0,A disintegrin and metalloproteinase with thrombospondin motifs 13,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-a-584,0.1192274451,,public,2014.0,X-12100--hydroxytryptophan*,Amino acid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545929,European,Males and Females,,log10 units,1,7499.0,,
ieu-a-1021,0.697,,public,2014.0,Percent emphysema,Lung disease,1,Manichaikul A,HG19/GRCh37,Risk factor,MESA,24383474.0,2011196,East Asian,Males and Females,,log (% emphysema + 1),5,702.0,,
ukb-d-30880_raw,,,public,2018.0,Urate,,1,Neale lab,HG19/GRCh37,Metabolites,,,13585994,European,Males and Females,,,0,,,
ukb-b-15760,,41230#5N6: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,PCT where patients GP was registered: DERBYSHIRE COUNTY PCT,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,5272.0,457738.0
ukb-b-12019,,3064: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Peak expiratory flow (PEF),,1,Ben Elsworth,HG19/GRCh37,Continuous,MRC-IEU,,9851867,European,Males and Females,,SD,1,421986.0,,
ubm-a-2863,,,public,2018.0,a2009s rh G cuneus area,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
ubm-a-1980,,,public,2018.0,NET100 0824,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ieu-a-1136,,,public,2017.0,ER- Breast cancer (iCOGS),Cancer,1,Michailidou K,HG19/GRCh37,Disease,BCAC,29059683.0,10680257,European,Females,,log odds,1,50225.0,7333.0,42892.0
ukb-b-311,,100670: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,White wine intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,,
ukb-b-4946,,20087#174: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Types of spread used on bread/crackers: Cholesterol-lowering polyunsaturated margarine on bread/crackers,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,2920.0,62029.0
ubm-a-3126,,,public,2018.0,a2009s rh S orbital lateral thickness,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
ieu-a-1058,,Immuno-chip; effect allele frequencies are missing,public,2011.0,Celiac disease,Autoimmune / inflammatory,1,Trynka,HG19/GRCh37,Disease,,22057235.0,38037,European,Males and Females,,log odds,1,24269.0,12041.0,12228.0
ukb-d-S62,,,public,2018.0,Diagnoses - main ICD10: S62 Fracture at wrist and hand level,,1,Neale lab,HG19/GRCh37,Binary,,,10256723,European,Males and Females,,,0,361194.0,1763.0,359431.0
ukb-b-10250,,5087: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Cylindrical power (right),,1,Ben Elsworth,HG19/GRCh37,Continuous,MRC-IEU,,9851867,European,Males and Females,,SD,1,99380.0,,
prot-b-56,,,public,2018.0,C-X-C motif chemokine ligand 6,Protein,1,Folkersen L,HG19/GRCh37,Immune system,,28369058.0,5270646,European,Males and Females,,,0,3394.0,,
ubm-a-3145,,,public,2018.0,netmat ICA 09Aug2017 005,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-2227,,,public,2018.0,Platelet-derived growth factor C,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1425,,,public,2018.0,NET100 0269,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-2191,,,public,2018.0,Pterin-4-alpha-carbinolamine dehydratase,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-a-509,0.1036293895,,public,2014.0,X-11423--O-sulfo-L-tyrosine,Amino acid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545473,European,Males and Females,,log10 units,1,7765.0,,
prot-a-2324,,,public,2018.0,DNA-directed RNA polymerases I and III subunit RPAC1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ieu-a-1069,,Ratio of sitting height to total height; effect allele frequencies are missing,public,2015.0,Sitting height ratio,Anthropometric,1,Chan,HG19/GRCh37,Risk factor,,25865494.0,14202955,African American or Afro-Caribbean,Males and Females,,SD,1,3545.0,,
ukb-a-419,,,public,2017.0,Reason for glasses/contact lenses: For short-sightedness  i.e. only or mainly for distance viewing such as driving  cinema etc (called 'myopia'),,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,335700.0,26943.0,308757.0
ubm-a-722,,,public,2018.0,IDP dMRI ProbtrackX L1 ifo r,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-b-16855,,2453: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Cancer diagnosed by doctor,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,461311.0,36167.0,425144.0
ukb-b-14713,,20151: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Forced vital capacity (FVC), Best measure",,1,Ben Elsworth,HG19/GRCh37,Continuous,MRC-IEU,,9851867,European,Males and Females,,SD,1,345665.0,,
ukb-d-1428_0,,,public,2018.0,Spread type: Never/rarely use spread,,1,Neale lab,HG19/GRCh37,Binary,,,13586561,European,Males and Females,,,0,360291.0,36579.0,323712.0
ieu-a-1228,,,public,2017.0,High grade and low grade serous ovarian cancer,Cancer,1,Phelan,HG19/GRCh37,Disease,OCAC,28346442.0,0,European,Females,,log odds,1,54990.0,14049.0,40941.0
ukb-b-20189,,41202#K529: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Diagnoses - main ICD10: K52.9 Non-infective gastro-enteritis and colitis, unspecified",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,9463.0,453547.0
ubm-a-2881,,,public,2018.0,a2009s rh G precentral area,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
ebi-a-GCST004940,,,public,2017.0,Alanine transaminase levels,,1,Prins BP,HG19/GRCh37,,,28887542.0,16987168,European,,,,0,9731.0,,
met-a-558,0.1596278801,,public,2014.0,1-arachidonoylglycerophosphocholine*,Lipid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545400,European,Males and Females,,log10 units,1,7507.0,,
ukb-b-7760,,20087#176: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Types of spread used on bread/crackers: Dairy spread on bread/crackers,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,4156.0,60793.0
ukb-b-1390,,41229#5QJ: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,PCT responsible for patient data: BRISTOL PCT,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,6339.0,456671.0
ebi-a-GCST000964,,beta+se converted from OR+CI; ,public,2011.0,Ulcerative colitis,,1,Anderson CA,HG19/GRCh37,,,21297633.0,1116795,European,,,logOR,0,26405.0,6687.0,19718.0
prot-a-1429,,,public,2018.0,Interferon gamma,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2515,,,public,2018.0,NET100 1359,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-2916,,,public,2018.0,Synaptotagmin-7,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2183,,,public,2018.0,NET100 1027,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-3172,,,public,2018.0,Uroplakin-3b,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-438,,,public,2018.0,IDP dMRI TBSS L3 Genu of corpus callosum,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-b-2964,,41204#F171: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - secondary ICD10: F17.1 Harmful use,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1483.0,461527.0
ieu-a-836,,,public,2013.0,College completion,Education,1,Rietveld CA,HG19/GRCh37,Risk factor,SSGAC,23722424.0,2321511,European,Males and Females,,log odds,1,95427.0,20044.0,75383.0
prot-a-320,,,public,2018.0,Bombesin receptor-activated protein C6orf89,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1139,,,public,2018.0,NET25 0193,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-2794,,,public,2018.0,Sorting nexin-4,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-14873,,41210#Z482: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operative procedures - secondary OPCS: Z48.2 Skin of neck,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,3298.0,459712.0
ukb-d-I9_STR_SAH,,,public,2018.0,"Stroke, including SAH",,1,Neale lab,HG19/GRCh37,Binary,,,11849007,European,Males and Females,,,0,361194.0,4484.0,356710.0
ubm-a-2914,,,public,2018.0,a2009s rh S orbital lateral area,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
prot-a-50,,,public,2018.0,beta-adrenergic receptor kinase 1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-1209,,,public,2018.0,Somatotropin,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-9263,,20004#1403: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operation code: inguinal/femoral hernia repair,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,15516.0,447417.0
ukb-d-22660_108,,,public,2018.0,Gap coding: Retired,,1,Neale lab,HG19/GRCh37,Binary,,,13560222,European,Males and Females,,,0,70119.0,53542.0,16577.0
ebi-a-GCST001969,,,public,2013.0,Heart rate,,1,den Hoed M,HG19/GRCh37,,,23583979.0,2509623,South Asian,,,,0,6568.0,,
